Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
1.845	3865.57		0.0615	48576.3	Speed 1
1.84667	3869.056	0.0615	48620.1	Speed 1
1.84833	3872.557	0.0615	48664.1	Speed 1
1.85	3876.019	0.0617	48707.6	Speed 1
1.85167	3879.496	0.0617	48751.3	Speed 1
1.85333	3882.958	0.0617	48794.8	Speed 1
1.855	3886.451	0.0617	48838.7	Speed 1
1.85667	3889.937	0.062	48882.5	Speed 1
1.85833	3893.422	0.062	48926.3	Speed 1
1.86	3896.9		0.062	48970	Speed 1
1.86167	3900.369	0.062	49013.6	Speed 1
1.86333	3903.839	0.0623	49057.2	Speed 1
1.865	3907.285	0.0623	49100.5	Speed 1
1.86667	3910.746	0.0623	49144	Speed 1
1.86833	3914.2		0.0623	49187.4	Speed 1
1.87	3917.654	0.0625	49230.8	Speed 1
1.87167	3921.083	0.0625	49273.9	Speed 1
1.87333	3924.553	0.0625	49317.5	Speed 1
1.875	3928.015	0.0625	49361	Speed 1
1.87667	3931.484	0.0628	49404.6	Speed 1
1.87833	3934.962	0.0628	49448.3	Speed 1
1.88	3938.447	0.0628	49492.1	Speed 1
1.88167	3941.925	0.063	49535.8	Speed 1
1.88333	3945.394	0.063	49579.4	Speed 1
1.885	3948.848	0.063	49622.8	Speed 1
1.88667	3952.341	0.063	49666.7	Speed 1
1.88833	3955.803	0.0632	49710.2	Speed 1
1.89	3959.28		0.0632	49753.9	Speed 1
1.89167	3962.758	0.0632	49797.6	Speed 1
1.89333	3966.228	0.0635	49841.2	Speed 1
1.895	3969.681	0.0635	49884.6	Speed 1
1.89667	3973.087	0.0635	49927.4	Speed 1
1.89833	3976.509	0.0638	49970.4	Speed 1
1.9	3979.923	0.0638	50013.3	Speed 1
1.90167	3983.353	0.0638	50056.4	Speed 1
1.90333	3986.79		0.064	50099.6	Speed 1
1.905	3990.053	0.064	50140.6	Speed 1
1.90667	3993.332	0.0642	50181.8	Speed 1
1.90833	3996.674	0.0642	50223.8	Speed 1
1.91	4000.04		0.0642	50266.1	Speed 1
1.91167	4003.406	0.0645	50308.4	Speed 1
1.91333	4006.82		0.0645	50351.3	Speed 1
1.915	4010.266	0.0648	50394.6	Speed 1
1.91667	4013.703	0.0648	50437.8	Speed 1
1.91833	4017.117	0.065	50480.7	Speed 1
1.92	4020.491	0.065	50523.1	Speed 1
1.92167	4023.857	0.0653	50565.4	Speed 1
1.92333	4027.152	0.0653	50606.8	Speed 1
1.925	4030.383	0.0655	50647.4	Speed 1
1.92667	4033.542	0.0655	50687.1	Speed 1
1.92833	4036.677	0.0658	50726.5	Speed 1
1.93	4039.789	0.066	50765.6	Speed 1
1.93167	4042.805	0.066	50803.5	Speed 1
1.93333	4045.741	0.0663	50840.4	Speed 1
1.935	4048.622	0.0665	50876.6	Speed 1
1.93667	4051.351	0.0667	50910.9	Speed 1
1.93833	4053.93		0.067	50943.3	Speed 1
1.94	4056.373	0.0673	50974	Speed 1
1.94167	4058.76		0.0675	51004	Speed 1
1.94333	4060.893	0.068	51030.8	Speed 1
1.945	4062.397	0.0683	51049.7	Speed 1
1.94667	4062.691	0.0688	51053.4	Speed 1
1.94833	4060.757	0.0693	51029.1	Speed 1
1.95	4055.601	0.07	50964.3	Speed 1
1.95167	4045.24		0.0713	50834.1	Speed 1
1.95333	4022.154	0.0728	50544	Speed 1
1.955	3939.044	0.08	49499.6	Speed 1
1.95667	2717.843	0.089	34153.5	Speed 1

Partner Data Point File	- beam		
Start of Test Mon 10 Sep 2018 14:29:00			
Time ( min )	Position ( in )	Load ( lbf )	Zone
0	0	0	Speed 1
0.00167	0	0	Speed 1
0.00333	0	-0.3	Speed 1
0.005	0	-1.9	Speed 1
0.00667	0	-3.7	Speed 1
0.00833	0	-5.7	Speed 1
0.01	0	-7.3	Speed 1
0.01167	0	-8.9	Speed 1
0.01333	0	-10.1	Speed 1
0.015	0	-10.8	Speed 1
0.01667	0	-11.5	Speed 1
0.01833	0	-11.9	Speed 1
0.02	0	-11.9	Speed 1
0.02167	0	-11.5	Speed 1
0.02333	0	-10.3	Speed 1
0.025	0	-9.3	Speed 1
0.02667	0	-7.8	Speed 1
0.02833	0	-5.8	Speed 1
0.03	0	-3.5	Speed 1
0.03167	0	-0.8	Speed 1
0.03333	0	2.3	Speed 1
0.035	0	5.7	Speed 1
0.03667	0	9.7	Speed 1
0.03833	0	14	Speed 1
0.04	0	18.5	Speed 1
0.04167	0	23.6	Speed 1
0.04333	0	29.3	Speed 1
0.045	0	34.8	Speed 1
0.04667	0	40.8	Speed 1
0.04833	0.0005	46.6	Speed 1
0.05	0.0005	52.5	Speed 1
0.05167	0.0005	58.4	Speed 1
0.05333	0.0008	64.4	Speed 1
0.055	0.0008	70.5	Speed 1
0.05667	0.0008	76.3	Speed 1
0.05833	0.001	82	Speed 1
0.06	0.001	87.4	Speed 1
0.06167	0.001	92.7	Speed 1
0.06333	0.001	97.9	Speed 1
0.065	0.0012	102.7	Speed 1
0.06667	0.0012	107.3	Speed 1
0.06833	0.0012	112.1	Speed 1
0.07	0.0015	116.5	Speed 1
0.07167	0.0015	120.5	Speed 1
0.07333	0.0015	124.6	Speed 1
0.075	0.0015	128.3	Speed 1
0.07667	0.0018	132.1	Speed 1
0.07833	0.0018	135.5	Speed 1
0.08	0.0018	139	Speed 1
0.08167	0.0018	142.2	Speed 1
0.08333	0.0018	145.2	Speed 1
0.085	0.002	148.5	Speed 1
0.08667	0.002	151.5	Speed 1
0.08833	0.002	154.6	Speed 1
0.09	0.002	157.4	Speed 1
0.09167	0.0023	160.2	Speed 1
0.09333	0.0023	162.9	Speed 1
0.095	0.0023	165.7	Speed 1
0.09667	0.0023	168.4	Speed 1
0.09833	0.0025	171.2	Speed 1
0.1	0.0025	174.1	Speed 1
0.10167	0.0025	176.8	Speed 1
0.10333	0.0025	179.6	Speed 1
0.105	0.0028	182.6	Speed 1
0.10667	0.0028	185.3	Speed 1
0.10833	0.0028	188.2	Speed 1
0.11	0.0028	191.2	Speed 1
0.11167	0.003	194.3	Speed 1
0.11333	0.003	197.2	Speed 1
0.115	0.003	200.5	Speed 1
0.11667	0.003	203.6	Speed 1
0.11833	0.003	206.6	Speed 1
0.12	0.0032	210	Speed 1
0.12167	0.0032	213.2	Speed 1
0.12333	0.0032	216.3	Speed 1
0.125	0.0032	219.4	Speed 1
0.12667	0.0035	222.8	Speed 1
0.12833	0.0035	226	Speed 1
0.13	0.0035	229.1	Speed 1
0.13167	0.0035	232.4	Speed 1
0.13333	0.0037	235.3	Speed 1
0.135	0.0037	238.4	Speed 1
0.13667	0.0037	241.4	Speed 1
0.13833	0.0037	244.7	Speed 1
0.14	0.0037	247.7	Speed 1
0.14167	0.0037	250.9	Speed 1
0.14333	0.004	253.8	Speed 1
0.145	0.004	256.8	Speed 1
0.14667	0.004	259.8	Speed 1
0.14833	0.004	262.9	Speed 1
0.15	0.0043	265.9	Speed 1
0.15167	0.0043	268.7	Speed 1
0.15333	0.0043	271.8	Speed 1
0.155	0.0043	274.7	Speed 1
0.15667	0.0043	277.6	Speed 1
0.15833	0.0043	280.5	Speed 1
0.16	0.0045	283.4	Speed 1
0.16167	0.0045	286.2	Speed 1
0.16333	0.0045	289	Speed 1
0.165	0.0045	291.9	Speed 1
0.16667	0.0045	294.8	Speed 1
0.16833	0.0048	297.6	Speed 1
0.17	0.0048	300.4	Speed 1
0.17167	0.0048	303.1	Speed 1
0.17333	0.0048	305.7	Speed 1
0.175	0.0048	308.5	Speed 1
0.17667	0.005	311.6	Speed 1
0.17833	0.005	314.3	Speed 1
0.18	0.005	317.2	Speed 1
0.18167	0.005	320.1	Speed 1
0.18333	0.005	322.9	Speed 1
0.185	0.005	325.7	Speed 1
0.18667	0.0052	328.6	Speed 1
0.18833	0.0052	331.5	Speed 1
0.19	0.0052	334.5	Speed 1
0.19167	0.0052	337.4	Speed 1
0.19333	0.0052	340.3	Speed 1
0.195	0.0055	343.3	Speed 1
0.19667	0.0055	346.3	Speed 1
0.19833	0.0055	349.3	Speed 1
0.2	0.0055	352.5	Speed 1
0.20167	0.0055	355.6	Speed 1
0.20333	0.0058	358.5	Speed 1
0.205	0.0058	361.7	Speed 1
0.20667	0.0058	364.8	Speed 1
0.20833	0.0058	367.7	Speed 1
0.21	0.0058	370.8	Speed 1
0.21167	0.0058	373.6	Speed 1
0.21333	0.006	376.7	Speed 1
0.215	0.006	379.7	Speed 1
0.21667	0.006	382.7	Speed 1
0.21833	0.006	385.6	Speed 1
0.22	0.006	388.8	Speed 1
0.22167	0.0062	391.9	Speed 1
0.22333	0.0062	395	Speed 1
0.225	0.0062	398.2	Speed 1
0.22667	0.0062	401	Speed 1
0.22833	0.0062	403.7	Speed 1
0.23	0.0062	406.8	Speed 1
0.23167	0.0065	409.9	Speed 1
0.23333	0.0065	413.1	Speed 1
0.235	0.0065	416	Speed 1
0.23667	0.0065	419.3	Speed 1
0.23833	0.0065	422.1	Speed 1
0.24	0.0068	425.4	Speed 1
0.24167	0.0068	428.3	Speed 1
0.24333	0.0068	431.4	Speed 1
0.245	0.0068	434.5	Speed 1
0.24667	0.0068	437.4	Speed 1
0.24833	0.0068	440.5	Speed 1
0.25	0.007	443.5	Speed 1
0.25167	0.007	446.5	Speed 1
0.25333	0.007	449.3	Speed 1
0.255	0.007	452.5	Speed 1
0.25667	0.007	455.6	Speed 1
0.25833	0.007	458.4	Speed 1
0.26	0.0072	461.2	Speed 1
0.26167	0.0072	464.6	Speed 1
0.26333	0.0072	467.5	Speed 1
0.265	0.0072	470.5	Speed 1
0.26667	0.0072	473.8	Speed 1
0.26833	0.0072	476.7	Speed 1
0.27	0.0075	479.7	Speed 1
0.27167	0.0075	482.4	Speed 1
0.27333	0.0075	485.4	Speed 1
0.275	0.0075	488.3	Speed 1
0.27667	0.0075	491.4	Speed 1
0.27833	0.0075	494.5	Speed 1
0.28	0.0078	497.5	Speed 1
0.28167	0.0078	500.6	Speed 1
0.28333	0.0078	503.7	Speed 1
0.285	0.0078	506.8	Speed 1
0.28667	0.0078	509.8	Speed 1
0.28833	0.0078	512.8	Speed 1
0.29	0.0078	515.7	Speed 1
0.29167	0.008	518.6	Speed 1
0.29333	0.008	521.2	Speed 1
0.295	0.008	524.2	Speed 1
0.29667	0.008	527	Speed 1
0.29833	0.008	530.2	Speed 1
0.3	0.008	533.1	Speed 1
0.30167	0.0082	536.2	Speed 1
0.30333	0.0082	539	Speed 1
0.305	0.0082	541.9	Speed 1
0.30667	0.0082	544.9	Speed 1
0.30833	0.0082	548.1	Speed 1
0.31	0.0082	551	Speed 1
0.31167	0.0085	554	Speed 1
0.31333	0.0085	556.8	Speed 1
0.315	0.0085	559.7	Speed 1
0.31667	0.0085	562.8	Speed 1
0.31833	0.0085	565.7	Speed 1
0.32	0.0085	568.7	Speed 1
0.32167	0.0087	571.7	Speed 1
0.32333	0.0087	574.8	Speed 1
0.325	0.0087	577.7	Speed 1
0.32667	0.0087	580.7	Speed 1
0.32833	0.0087	583.6	Speed 1
0.33	0.0087	586.7	Speed 1
0.33167	0.009	589.6	Speed 1
0.33333	0.009	592.6	Speed 1
0.335	0.009	595.6	Speed 1
0.33667	0.009	598.7	Speed 1
0.33833	0.009	601.4	Speed 1
0.34	0.009	604.5	Speed 1
0.34167	0.0093	607.7	Speed 1
0.34333	0.0093	610.6	Speed 1
0.345	0.0093	613.5	Speed 1
0.34667	0.0093	616.4	Speed 1
0.34833	0.0093	619.4	Speed 1
0.35	0.0093	622.3	Speed 1
0.35167	0.0095	625.2	Speed 1
0.35333	0.0095	628.4	Speed 1
0.355	0.0095	631	Speed 1
0.35667	0.0095	634.2	Speed 1
0.35833	0.0095	637.1	Speed 1
0.36	0.0095	640.1	Speed 1
0.36167	0.0098	643.1	Speed 1
0.36333	0.0098	646	Speed 1
0.365	0.0098	649	Speed 1
0.36667	0.0098	651.8	Speed 1
0.36833	0.0098	654.7	Speed 1
0.37	0.0098	657.7	Speed 1
0.37167	0.01	660.4	Speed 1
0.37333	0.01	663.5	Speed 1
0.375	0.01	666.3	Speed 1
0.37667	0.01	669.4	Speed 1
0.37833	0.01	672.4	Speed 1
0.38	0.0102	675.5	Speed 1
0.38167	0.0102	678.6	Speed 1
0.38333	0.0102	681.9	Speed 1
0.385	0.0102	685	Speed 1
0.38667	0.0102	688	Speed 1
0.38833	0.0102	691.2	Speed 1
0.39	0.0105	694.4	Speed 1
0.39167	0.0105	697.3	Speed 1
0.39333	0.0105	700.4	Speed 1
0.395	0.0105	703.6	Speed 1
0.39667	0.0105	706.9	Speed 1
0.39833	0.0107	710.1	Speed 1
0.4	0.0107	713.1	Speed 1
0.40167	0.0107	716.3	Speed 1
0.40333	0.0107	719.4	Speed 1
0.405	0.0107	722.8	Speed 1
0.40667	0.0107	725.9	Speed 1
0.40833	0.011	729.2	Speed 1
0.41	0.011	732.2	Speed 1
0.41167	0.011	735.1	Speed 1
0.41333	0.011	738.2	Speed 1
0.415	0.011	741.4	Speed 1
0.41667	0.0112	744.4	Speed 1
0.41833	0.0112	747.3	Speed 1
0.42	0.0112	750	Speed 1
0.42167	0.0112	753.3	Speed 1
0.42333	0.0112	756.3	Speed 1
0.425	0.0112	759.2	Speed 1
0.42667	0.0112	762.1	Speed 1
0.42833	0.0115	765.1	Speed 1
0.43	0.0115	768	Speed 1
0.43167	0.0115	771	Speed 1
0.43333	0.0115	773.7	Speed 1
0.435	0.0115	776.8	Speed 1
0.43667	0.0117	779.8	Speed 1
0.43833	0.0117	782.9	Speed 1
0.44	0.0117	785.8	Speed 1
0.44167	0.0117	788.7	Speed 1
0.44333	0.0117	791.7	Speed 1
0.445	0.0117	794.3	Speed 1
0.44667	0.0117	797.3	Speed 1
0.44833	0.012	800.1	Speed 1
0.45	0.012	803.3	Speed 1
0.45167	0.012	806.2	Speed 1
0.45333	0.012	809.1	Speed 1
0.455	0.012	812	Speed 1
0.45667	0.0123	814.8	Speed 1
0.45833	0.0123	818	Speed 1
0.46	0.0123	820.7	Speed 1
0.46167	0.0123	823.7	Speed 1
0.46333	0.0123	826.8	Speed 1
0.465	0.0123	829.6	Speed 1
0.46667	0.0123	832.6	Speed 1
0.46833	0.0125	835.7	Speed 1
0.47	0.0125	838.7	Speed 1
0.47167	0.0125	841.6	Speed 1
0.47333	0.0125	844.6	Speed 1
0.475	0.0125	847.6	Speed 1
0.47667	0.0125	850.5	Speed 1
0.47833	0.0128	853.8	Speed 1
0.48	0.0128	856.7	Speed 1
0.48167	0.0128	859.5	Speed 1
0.48333	0.0128	862.9	Speed 1
0.485	0.0128	866	Speed 1
0.48667	0.0128	869	Speed 1
0.48833	0.013	872.2	Speed 1
0.49	0.013	875.2	Speed 1
0.49167	0.013	878.2	Speed 1
0.49333	0.013	881.2	Speed 1
0.495	0.013	884.3	Speed 1
0.49667	0.013	887.3	Speed 1
0.49833	0.0133	890.2	Speed 1
0.5	0.0133	893.1	Speed 1
0.50167	0.0133	896.3	Speed 1
0.50333	0.0133	899.1	Speed 1
0.505	0.0133	902	Speed 1
0.50667	0.0133	905.2	Speed 1
0.50833	0.0135	908.3	Speed 1
0.51	0.0135	911.2	Speed 1
0.51167	0.0135	914.2	Speed 1
0.51333	0.0135	917.2	Speed 1
0.515	0.0135	920.2	Speed 1
0.51667	0.0135	923.2	Speed 1
0.51833	0.0137	926.2	Speed 1
0.52	0.0137	929.2	Speed 1
0.52167	0.0137	932.2	Speed 1
0.52333	0.0137	935.4	Speed 1
0.525	0.0137	938.4	Speed 1
0.52667	0.0137	941.2	Speed 1
0.52833	0.0137	944	Speed 1
0.53	0.014	947.4	Speed 1
0.53167	0.014	950.3	Speed 1
0.53333	0.014	953.2	Speed 1
0.535	0.014	956.2	Speed 1
0.53667	0.014	959.3	Speed 1
0.53833	0.014	962.5	Speed 1
0.54	0.0142	965.6	Speed 1
0.54167	0.0142	968.5	Speed 1
0.54333	0.0142	971.6	Speed 1
0.545	0.0142	974.2	Speed 1
0.54667	0.0142	977.1	Speed 1
0.54833	0.0142	980.2	Speed 1
0.55	0.0142	982.9	Speed 1
0.55167	0.0145	986	Speed 1
0.55333	0.0145	989.2	Speed 1
0.555	0.0145	992.2	Speed 1
0.55667	0.0145	995.4	Speed 1
0.55833	0.0145	998.4	Speed 1
0.56	0.0145	1001.4	Speed 1
0.56167	0.0148	1004.4	Speed 1
0.56333	0.0148	1007.5	Speed 1
0.565	0.0148	1010.3	Speed 1
0.56667	0.0148	1013.2	Speed 1
0.56833	0.0148	1016.1	Speed 1
0.57	0.0148	1019.4	Speed 1
0.57167	0.0148	1022.2	Speed 1
0.57333	0.015	1025.3	Speed 1
0.575	0.015	1028	Speed 1
0.57667	0.015	1030.9	Speed 1
0.57833	0.015	1033.9	Speed 1
0.58	0.015	1036.8	Speed 1
0.58167	0.015	1040	Speed 1
0.58333	0.0153	1043.1	Speed 1
0.585	0.0153	1046	Speed 1
0.58667	0.0153	1049	Speed 1
0.58833	0.0153	1052	Speed 1
0.59	0.0153	1055.2	Speed 1
0.59167	0.0153	1058	Speed 1
0.59333	0.0153	1060.8	Speed 1
0.595	0.0155	1064	Speed 1
0.59667	0.0155	1067.1	Speed 1
0.59833	0.0155	1070.1	Speed 1
0.6	0.0155	1073.1	Speed 1
0.60167	0.0155	1076.2	Speed 1
0.60333	0.0155	1079.2	Speed 1
0.605	0.0157	1082.3	Speed 1
0.60667	0.0157	1085.3	Speed 1
0.60833	0.0157	1088.1	Speed 1
0.61	0.0157	1091.1	Speed 1
0.61167	0.0157	1094.1	Speed 1
0.61333	0.0157	1097	Speed 1
0.615	0.0157	1100.2	Speed 1
0.61667	0.0157	1103.1	Speed 1
0.61833	0.016	1106.2	Speed 1
0.62	0.016	1109.3	Speed 1
0.62167	0.016	1111.9	Speed 1
0.62333	0.016	1114.9	Speed 1
0.625	0.016	1118	Speed 1
0.62667	0.016	1121.3	Speed 1
0.62833	0.0163	1124.4	Speed 1
0.63	0.0163	1127.3	Speed 1
0.63167	0.0163	1130.2	Speed 1
0.63333	0.0163	1133.2	Speed 1
0.635	0.0163	1136.3	Speed 1
0.63667	0.0163	1139.3	Speed 1
0.63833	0.0163	1142.3	Speed 1
0.64	0.0165	1145.1	Speed 1
0.64167	0.0165	1148.1	Speed 1
0.64333	0.0165	1151.2	Speed 1
0.645	0.0165	1154.2	Speed 1
0.64667	0.0165	1157.1	Speed 1
0.64833	0.0165	1160.1	Speed 1
0.65	0.0165	1163.2	Speed 1
0.65167	0.0167	1166	Speed 1
0.65333	0.0167	1169	Speed 1
0.655	0.0167	1172.2	Speed 1
0.65667	0.0167	1175.1	Speed 1
0.65833	0.0167	1178.1	Speed 1
0.66	0.0167	1181.1	Speed 1
0.66167	0.0167	1184	Speed 1
0.66333	0.017	1187.1	Speed 1
0.665	0.017	1189.9	Speed 1
0.66667	0.017	1192.9	Speed 1
0.66833	0.017	1195.9	Speed 1
0.67	0.017	1199.1	Speed 1
0.67167	0.017	1202.1	Speed 1
0.67333	0.0173	1204.9	Speed 1
0.675	0.0173	1207.9	Speed 1
0.67667	0.0173	1210.8	Speed 1
0.67833	0.0173	1213.6	Speed 1
0.68	0.0173	1216.7	Speed 1
0.68167	0.0173	1219.5	Speed 1
0.68333	0.0173	1222.5	Speed 1
0.685	0.0173	1225.5	Speed 1
0.68667	0.0175	1228.6	Speed 1
0.68833	0.0175	1231.9	Speed 1
0.69	0.0175	1234.8	Speed 1
0.69167	0.0175	1237.9	Speed 1
0.69333	0.0175	1241.1	Speed 1
0.695	0.0175	1243.8	Speed 1
0.69667	0.0178	1247	Speed 1
0.69833	0.0178	1250.2	Speed 1
0.7	0.0178	1253.1	Speed 1
0.70167	0.0178	1256	Speed 1
0.70333	0.0178	1259.1	Speed 1
0.705	0.0178	1262	Speed 1
0.70667	0.0178	1265	Speed 1
0.70833	0.0178	1268.1	Speed 1
0.71	0.018	1271.3	Speed 1
0.71167	0.018	1274.2	Speed 1
0.71333	0.018	1277.2	Speed 1
0.715	0.018	1280.4	Speed 1
0.71667	0.018	1283.2	Speed 1
0.71833	0.018	1286	Speed 1
0.72	0.0183	1289.1	Speed 1
0.72167	0.0183	1292.1	Speed 1
0.72333	0.0183	1294.9	Speed 1
0.725	0.0183	1298.2	Speed 1
0.72667	0.0183	1301.1	Speed 1
0.72833	0.0183	1304.2	Speed 1
0.73	0.0183	1307.3	Speed 1
0.73167	0.0185	1310.4	Speed 1
0.73333	0.0185	1313.3	Speed 1
0.735	0.0185	1316.1	Speed 1
0.73667	0.0185	1319	Speed 1
0.73833	0.0185	1321.9	Speed 1
0.74	0.0185	1324.8	Speed 1
0.74167	0.0185	1327.7	Speed 1
0.74333	0.0187	1330.9	Speed 1
0.745	0.0187	1333.8	Speed 1
0.74667	0.0187	1336.8	Speed 1
0.74833	0.0187	1339.8	Speed 1
0.75	0.0187	1343	Speed 1
0.75167	0.0187	1346.1	Speed 1
0.75333	0.0187	1349	Speed 1
0.755	0.019	1351.9	Speed 1
0.75667	0.019	1355	Speed 1
0.75833	0.019	1358.2	Speed 1
0.76	0.019	1360.9	Speed 1
0.76167	0.019	1363.8	Speed 1
0.76333	0.019	1366.8	Speed 1
0.765	0.019	1369.9	Speed 1
0.76667	0.0192	1373	Speed 1
0.76833	0.0192	1376	Speed 1
0.77	0.0192	1379	Speed 1
0.77167	0.0192	1382	Speed 1
0.77333	0.0192	1385.1	Speed 1
0.775	0.0192	1388.2	Speed 1
0.77667	0.0192	1390.9	Speed 1
0.77833	0.0192	1394	Speed 1
0.78	0.0195	1397	Speed 1
0.78167	0.0195	1399.9	Speed 1
0.78333	0.0195	1403.1	Speed 1
0.785	0.0195	1406.1	Speed 1
0.78667	0.0195	1408.9	Speed 1
0.78833	0.0195	1412.1	Speed 1
0.79	0.0198	1415.1	Speed 1
0.79167	0.0198	1417.8	Speed 1
0.79333	0.0198	1420.8	Speed 1
0.795	0.0198	1423.8	Speed 1
0.79667	0.0198	1426.8	Speed 1
0.79833	0.0198	1430.1	Speed 1
0.8	0.0198	1433	Speed 1
0.80167	0.0198	1435.8	Speed 1
0.80333	0.02	1438.8	Speed 1
0.805	0.02	1441.8	Speed 1
0.80667	0.02	1444.9	Speed 1
0.80833	0.02	1447.9	Speed 1
0.81	0.02	1450.9	Speed 1
0.81167	0.02	1453.9	Speed 1
0.81333	0.0203	1456.9	Speed 1
0.815	0.0203	1460.1	Speed 1
0.81667	0.0203	1463	Speed 1
0.81833	0.0203	1466.1	Speed 1
0.82	0.0203	1469.1	Speed 1
0.82167	0.0203	1472.1	Speed 1
0.82333	0.0203	1475	Speed 1
0.825	0.0205	1478	Speed 1
0.82667	0.0205	1480.8	Speed 1
0.82833	0.0205	1483.8	Speed 1
0.83	0.0205	1486.7	Speed 1
0.83167	0.0205	1490	Speed 1
0.83333	0.0205	1492.9	Speed 1
0.835	0.0205	1495.8	Speed 1
0.83667	0.0207	1498.7	Speed 1
0.83833	0.0207	1501.7	Speed 1
0.84	0.0207	1504.8	Speed 1
0.84167	0.0207	1507.9	Speed 1
0.84333	0.0207	1510.9	Speed 1
0.845	0.0207	1514	Speed 1
0.84667	0.0207	1517	Speed 1
0.84833	0.021	1519.9	Speed 1
0.85	0.021	1522.8	Speed 1
0.85167	0.021	1525.9	Speed 1
0.85333	0.021	1529	Speed 1
0.855	0.021	1532.1	Speed 1
0.85667	0.021	1534.7	Speed 1
0.85833	0.021	1537.9	Speed 1
0.86	0.0212	1541	Speed 1
0.86167	0.0212	1543.7	Speed 1
0.86333	0.0212	1546.5	Speed 1
0.865	0.0212	1549.5	Speed 1
0.86667	0.0212	1552.5	Speed 1
0.86833	0.0212	1555.7	Speed 1
0.87	0.0212	1558.7	Speed 1
0.87167	0.0215	1561.7	Speed 1
0.87333	0.0215	1564.6	Speed 1
0.875	0.0215	1567.5	Speed 1
0.87667	0.0215	1570.6	Speed 1
0.87833	0.0215	1573.8	Speed 1
0.88	0.0215	1576.7	Speed 1
0.88167	0.0217	1579.7	Speed 1
0.88333	0.0217	1582.9	Speed 1
0.885	0.0217	1586	Speed 1
0.88667	0.0217	1588.9	Speed 1
0.88833	0.0217	1591.9	Speed 1
0.89	0.0217	1595	Speed 1
0.89167	0.0217	1598.1	Speed 1
0.89333	0.0217	1601	Speed 1
0.895	0.022	1603.9	Speed 1
0.89667	0.022	1607	Speed 1
0.89833	0.022	1610	Speed 1
0.9	0.022	1613.1	Speed 1
0.90167	0.022	1616.2	Speed 1
0.90333	0.022	1619.1	Speed 1
0.905	0.0222	1622.3	Speed 1
0.90667	0.0222	1625.1	Speed 1
0.90833	0.0222	1628.1	Speed 1
0.91	0.0222	1631.1	Speed 1
0.91167	0.0222	1634.1	Speed 1
0.91333	0.0222	1637.1	Speed 1
0.915	0.0222	1640	Speed 1
0.91667	0.0225	1643.2	Speed 1
0.91833	0.0225	1646.2	Speed 1
0.92	0.0225	1649.1	Speed 1
0.92167	0.0225	1652	Speed 1
0.92333	0.0225	1655.2	Speed 1
0.925	0.0225	1658.3	Speed 1
0.92667	0.0225	1661.1	Speed 1
0.92833	0.0227	1664.2	Speed 1
0.93	0.0227	1667.2	Speed 1
0.93167	0.0227	1670.2	Speed 1
0.93333	0.0227	1673.1	Speed 1
0.935	0.0227	1676.1	Speed 1
0.93667	0.0227	1679.1	Speed 1
0.93833	0.0227	1682.2	Speed 1
0.94	0.023	1685.2	Speed 1
0.94167	0.023	1688.2	Speed 1
0.94333	0.023	1691.3	Speed 1
0.945	0.023	1694.2	Speed 1
0.94667	0.023	1697.2	Speed 1
0.94833	0.023	1700.2	Speed 1
0.95	0.0233	1703.4	Speed 1
0.95167	0.0233	1706.3	Speed 1
0.95333	0.0233	1709.2	Speed 1
0.955	0.0233	1712.2	Speed 1
0.95667	0.0233	1715.2	Speed 1
0.95833	0.0233	1718.1	Speed 1
0.96	0.0233	1721.3	Speed 1
0.96167	0.0233	1724.2	Speed 1
0.96333	0.0235	1727.2	Speed 1
0.965	0.0235	1730.1	Speed 1
0.96667	0.0235	1733	Speed 1
0.96833	0.0235	1736.1	Speed 1
0.97	0.0235	1739	Speed 1
0.97167	0.0235	1742	Speed 1
0.97333	0.0238	1744.7	Speed 1
0.975	0.0238	1747.9	Speed 1
0.97667	0.0238	1750.9	Speed 1
0.97833	0.0238	1754	Speed 1
0.98	0.0238	1757.1	Speed 1
0.98167	0.0238	1760	Speed 1
0.98333	0.0238	1763.1	Speed 1
0.985	0.0238	1766.1	Speed 1
0.98667	0.024	1769.2	Speed 1
0.98833	0.024	1772.3	Speed 1
0.99	0.024	1775.4	Speed 1
0.99167	0.024	1777.9	Speed 1
0.99333	0.024	1781.1	Speed 1
0.995	0.024	1784	Speed 1
0.99667	0.0242	1787.2	Speed 1
0.99833	0.0242	1790.1	Speed 1
1	0.0242	1793.2	Speed 1
1.00167	0.0242	1796	Speed 1
1.00333	0.0242	1798.9	Speed 1
1.005	0.0242	1801.8	Speed 1
1.00667	0.0242	1804.6	Speed 1
1.00833	0.0242	1807.8	Speed 1
1.01	0.0245	1810.8	Speed 1
1.01167	0.0245	1814	Speed 1
1.01333	0.0245	1817.2	Speed 1
1.015	0.0245	1820.1	Speed 1
1.01667	0.0245	1823.1	Speed 1
1.01833	0.0245	1826.1	Speed 1
1.02	0.0247	1829.3	Speed 1
1.02167	0.0247	1832.1	Speed 1
1.02333	0.0247	1834.9	Speed 1
1.025	0.0247	1838.3	Speed 1
1.02667	0.0247	1841.1	Speed 1
1.02833	0.0247	1844.1	Speed 1
1.03	0.0247	1847.1	Speed 1
1.03167	0.0247	1850.1	Speed 1
1.03333	0.025	1853	Speed 1
1.035	0.025	1856.2	Speed 1
